"Family","species","max_size","sst","kmax_m","kmax_sd","r_phylo_m","r_phylo_sd"
"Siganidae","Siganus_argenteus",40,28,0.387971044990981,0.0728481950052324,0.585919186250934,0.384361340987941
"Siganidae","Siganus_argenteus",40,29,0.396493713532522,0.0750187798993906,0.585919186250934,0.384361340987941
"Siganidae","Siganus_canaliculatus",30,25,0.670865383091016,0.163559454619936,0.96540519484029,0.422475393588203
"Siganidae","Siganus_corallinus",35,24,0.407454861411892,0.0531593931417148,0.626990069103587,0.362314078518088
"Siganidae","Siganus_corallinus",35,25,0.416153855331151,0.053152361860769,0.626990069103587,0.362314078518088
"Siganidae","Siganus_corallinus",35,26,0.425107117929143,0.0536526384992292,0.626990069103587,0.362314078518088
"Siganidae","Siganus_corallinus",35,27,0.434323183770092,0.0547146579618931,0.626990069103587,0.362314078518088
"Siganidae","Siganus_corallinus",35,28,0.443810908301704,0.0563805390418026,0.626990069103587,0.362314078518088
"Siganidae","Siganus_corallinus",35,29,0.453579481025797,0.0586778394900889,0.626990069103587,0.362314078518088
"Siganidae","Siganus_doliatus",25,24,0.52876520567507,0.0746350396257552,0.627392987376589,0.362279323373103
"Siganidae","Siganus_doliatus",25,25,0.540050796000932,0.0748260953262569,0.627392987376589,0.362279323373103
"Siganidae","Siganus_doliatus",25,26,0.551666165238491,0.0756316594589404,0.627392987376589,0.362279323373103
"Siganidae","Siganus_doliatus",25,27,0.56362238007554,0.0771146210445176,0.627392987376589,0.362279323373103
"Siganidae","Siganus_doliatus",25,28,0.575930923167032,0.0793258866776441,0.627392987376589,0.362279323373103
"Siganidae","Siganus_doliatus",25,29,0.58860371020147,0.0823020858346829,0.627392987376589,0.362279323373103
"Siganidae","Siganus_doliatus",25,30,0.6016531077213,0.0860652485792655,0.627392987376589,0.362279323373103
"Siganidae","Siganus_fuscescens",40,21,0.371190527407707,0.055887599241452,0.698111593218261,0.366966864666166
"Siganidae","Siganus_fuscescens",40,24,0.395104053150989,0.0539537704654715,0.698111593218261,0.366966864666166
"Siganidae","Siganus_fuscescens",40,25,0.403542330631474,0.0540672573155269,0.698111593218261,0.366966864666166
"Siganidae","Siganus_fuscescens",40,26,0.412227218258075,0.0546543743838652,0.698111593218261,0.366966864666166
"Siganidae","Siganus_fuscescens",40,27,0.421166992940181,0.0557635851083458,0.698111593218261,0.366966864666166
"Siganidae","Siganus_fuscescens",40,28,0.430370242810367,0.0574332055835688,0.698111593218261,0.366966864666166
"Siganidae","Siganus_fuscescens",40,29,0.439845880003318,0.0596896298550525,0.698111593218261,0.366966864666166
